BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","TIWARI201722","Tiwari, Saurabh; Gupta, Atul","Investigating comprehension and learnability aspects of use cases for software specification problems","Information and Software Technology",91,,"","22 - 43",2017,"","","http://www.sciencedirect.com/science/article/pii/S0950584917304329","","","","","","","","","","","","","Context: Availability of multiple use case templates to document software requirements inevitably requires their characterization in terms of their relevance, usefulness, and the degree of the formality of the expressions. Objective: This paper reports two experimental studies that separately investigate two usability aspects, namely the comprehension and the learnability of use case templates for software specification problems. Method: We judged the comprehension aspect by evaluating the subjects’ understanding of the requirements, specified in eight different use case templates, and the ease with which the changes were made by them in the requirement specifications. The learnability aspect was judged by assessing the completeness, the correctness, and the redundancy of the use case specifications developed by the subjects using these eight use case templates for three software specification problems. Results: Our results suggested that the Kettenis’s use case template was found to be significantly more understandable, and the templates by Tiwari, Yue and Somé were found to be significantly more flexible to adapt to the changes. On the learnability aspect, the way we formulated it, we found different templates to be more complete (Kettenis), correct (Somé), and non-redundant (Tiwari). Conclusion: The specifications documented using a more detailed use case template with an intermediate degree of formality can be more comprehensible and flexible to adapt to the required changes to be made in the specification. A more formal template seems to enhance the learnability as well.","","Use cases, Use case templates, Usability aspects, , , Software specification problem, Experimental study","",""
7,"","AMANI2014223","Amani, Elie; Djouani, Karim; Kurien, Anish","Low Complexity Decoding of the 4×4 Perfect Space-time Block Code","Procedia Computer Science",32,,"","223 - 228",2014,"","The 5th International Conference on Ambient Systems, Networks and Technologies (ANT-2014), the 4th International Conference on Sustainable Energy Information Technology (SEIT-2014)","http://www.sciencedirect.com/science/article/pii/S1877050914006188","","","","","","","","","","","","","The 4x4 perfect space-time block code (STBC) is one type in a family of perfect STBCs that have full rate, full diversity, a non- vanishing constant minimum determinant that improves spectral efficiency, uniform average transmitted energy per antenna, and good shaping. These codes suffer very high complexity maximum likelihood (ML) decoding. The exhaustive ML decoding of the 4x4 perfect STBC for instance has complexity of O(N16), with N being the size of the underlying QAM constellation. This paper suggests a fast decoding algorithm for the 4x4 perfect STBC that reduces decoding complexity from O(N16) to O(N8). The algorithm is based on conditional minimization of the ML decision metric with respect to one subset of symbols given another. This low complexity decoding approach is essentially ML because it suffers no loss in symbol error rate (SER) performance when compared to the exhaustive ML decoding.","","Low complexity decoding, maximum likelihood decoding, multiple-input multiple-output (MIMO), perfect space-time block code.","",""
7,"","RENIERS2014224","Reniers, Dennie; Voinea, Lucian; Ersoy, Ozan; Telea, Alexandru","The Solid* toolset for software visual analytics of program structure and metrics comprehension: From research prototype to product","Science of Computer Programming",79,,"","224 - 240",2014,"","Experimental Software and Toolkits (EST 4): A special issue of the Workshop on Academic Software Development Tools and Techniques (WASDeTT-3 2010)","http://www.sciencedirect.com/science/article/pii/S016764231200086X","","","","","","","","","","","","","Software visual analytics (SVA) tools combine static program analysis and fact extraction with information visualization to support program comprehension. However, building efficient and effective SVA tools is highly challenging, as it involves extensive software development in program analysis, graphics, information visualization, and interaction. We present a SVA toolset for software maintenance, and detail two of its components which target software structure, metrics and code duplication. We illustrate the toolset’s usage for constructing software visualizations with examples in education, research, and industrial contexts. We discuss the design evolution from research prototypes to integrated, scalable, and easy-to-use products, and present several guidelines for the development of efficient and effective SVA solutions.","","Software visualization, Static analysis, Visual tool design","",""
7,"","GRAVINO201523","Gravino, Carmine; Scanniello, Giuseppe; Tortora, Genoveffa","Source-code comprehension tasks supported by UML design models: Results from a controlled experiment and a differentiated replication","Journal of Visual Languages & Computing",28,,"","23 - 38",2015,"","","http://www.sciencedirect.com/science/article/pii/S1045926X14001591","","","","","","","","","","","","","Objective: The main objective is to investigate whether the comprehension of object-oriented source-code increases when it is added with UML class and sequence diagrams produced in the software design phase. Methods: We conducted a controlled experiment and a differentiated replication with young software maintainers. In particular, groups of Bachelor and Master students were involved. Results: The results show that more experienced participants better comprehend source-code when added with UML design models. An average improvement (or benefit) of circa 12% was achieved when the participants accomplished the comprehension task with UML class and sequence diagrams. The results of an analysis on the time to accomplish comprehension tasks showed that less experienced participants significantly spent more time when comprehending source-code with UML design models. This kind of participants spent on average 44.8% of the time to accomplish the same task with source-code alone. Implications: It is useless to give UML design models to comprehend source-code in case maintainers are not adequately experienced with the UML. Furthermore, the less the experience of participants, the more the time to accomplish a comprehension task with UML diagram is.","","Design models, Controlled experiment, Source-code comprehension","",""
7,"","MUNOZ201524","Muñoz, Raúl González; Shehab, Essam; Weinitzke, Martin; Bence, Rachel; Fowler, Chris; Tothill, Stephen; Baguley, Paul","Key Challenges in Software Application Complexity and Obsolescence Management within Aerospace Industry","Procedia CIRP",37,,"","24 - 29",2015,"","CIRPe 2015 - Understanding the life cycle implications of manufacturing","http://www.sciencedirect.com/science/article/pii/S2212827115008537","","","","","","","","","","","","","Software applications are becoming highly critical in aircraft development lifecycle. They provide the capability and functionalities required to design, manufacture and support aerospace assets of increasing complexity. As such criticality rises, there is a need to implement monitoring and management techniques on software application portfolios, in order to optimise service performance. These methodologies will support industry activities, avoiding operation disruption and mitigating the systemic risks that come with a higher complexity, as well as controlling obsolescence issues over time. This paper seeks to understand the key challenges faced when monitoring software lifecycle and obsolescence over large software application portfolios in aerospace industry. The paper describes results from a series of interviews and workshops with industry experts, as well as meetings with academic experts and literature reviews, to provide a discerning sight on the challenges faced when managing large application portfolios, in terms of complexity and obsolescence.","","Software Obsolescence, System Complexity, Software Lifecycle, Aerospace","",""
7,"","FITTKAU2017259","Fittkau, Florian; Krause, Alexander; Hasselbring, Wilhelm","Software landscape and application visualization for system comprehension with ExplorViz","Information and Software Technology",87,,"","259 - 277",2017,"","","http://www.sciencedirect.com/science/article/pii/S0950584916301185","","","","","","","","","","","","","Context: The number of software applications deployed in organizations is constantly increasing. Those applications – often several hundreds – form large software landscapes. Objective: The comprehension of such landscapes and their applications is often impeded by, for instance, architectural erosion, personnel turnover, or changing requirements. Therefore, an efficient and effective way to comprehend such software landscapes is required. Method: In our ExplorViz visualization, we introduce hierarchical abstractions aiming at solving system comprehension tasks fast and accurately for large software landscapes. Besides hierarchical visualization on the landscape level, ExplorViz provides multi-level visualization from the landscape to the level of individual applications. The 3D application-level visualization is empirically evaluated with a comparison to the Extravis approach, with physical models and in virtual reality. To evaluate ExplorViz, we conducted four controlled experiments. We provide packages containing all our experimental data to facilitate the verifiability, reproducibility, and further extensibility of our results. Results: We observed a statistical significant increase in task correctness of the hierarchical visualization compared to the flat visualization. The time spent did not show any significant differences. For the comparison with Extravis, we observed that solving program comprehension tasks using ExplorViz leads to a significant increase in correctness and in less or similar time spent. The physical models improved the team-based program comprehension process for specific tasks by initiating gesture-based interaction, but not for all tasks. The participants of our virtual reality experiment with ExplorViz rated the realized gestures for translation, rotation, and selection as highly usable. However, our zooming gesture was less favored. Conclusion: The results backup our claim that our hierarchical and multi-level approach enhances the current state of the art in landscape and application visualization for better software system comprehension, including new forms of interaction with physical models and virtual reality.","","Software visualization, Dynamic analysis, System comprehension","",""
7,"","WEIJIA201626","Weijia, Lei; Shengnan, Chen","Performance analysis of complexity reduction BP decoding of rateless codes by deleting low reliable symbols","The Journal of China Universities of Posts and Telecommunications",23,5,"","26 - 31",2016,"","","http://www.sciencedirect.com/science/article/pii/S1005888516600547","","","","","","","","","","","","","This paper investigates the performance of the method used to reduce the decoding complexity of rateless codes through the deletion of the received symbols with low reliability. In the decoder, the received symbols whose absolute value of logarithm likelihood ratio (LLR) is lower than the threshold are removed, together with their corresponding edges, and thus not involved in the decoding process. The relationship between the deletion probability and the likelihood ratio deletion threshold is derived. The average mutual information per received symbol is analyzed in the case of deletion. The required number of symbols for the decoder to keep the same performance as regular decoding decreases since the average mutual information per symbol increases with the deletion, thus reducing the decoding complexity. This paper analyzes the reduction of decoding computations and the consequent transmission efficiency loss from the perspective of mutual information. The simulation results of decoding performance are consistent with those of the theoretical analysis, which show that the method can effectively reduce the decoding complexity at the cost of a slight loss of transmission efficiency.","","rateless codes, symbols deletion, logarithm likelihood ratio, average mutual information, decoding complexity","",""
7,"","ERACAR20122697","Eracar, Yönet A.; Kokar, Mieczyslaw M.","Self-control of the time complexity of a constraint satisfaction problem solver program","Journal of Systems and Software",85,12,"","2697 - 2706",2012,"","Self-Adaptive Systems","http://www.sciencedirect.com/science/article/pii/S0164121212001501","","","","","","","","","","","","","This paper presents the self-controlling software paradigm and reports on its use to control the branch and bound based constraint satisfaction problem solving algorithm. In this paradigm, an algorithm is first conceptualized as a dynamical system and then a feedback control loop is added to control its behavior. The loop includes a Quality of Service component that assesses the performance of the algorithm during its run time and a controller that adjusts the parameters of the algorithm in order to achieve the control goal. Although other approaches – generally termed as “self-*” – make use of control loops, this use is limited to the structure of the software system, rather than to its behavior and its dynamics. This paper advocates the analysis of dynamics of any program with control loops. The self-controlling software paradigm is evaluated on two different NP-hard constraint satisfaction and optimization problems. The results of the evaluation show an improvement in the performance due to the added control loop for both of the tested constraint satisfaction problems.","","Self-controlling software, Constraint satisfaction problem, Branch and bound algorithm, PID controller, Job scheduling problem, Fixture design problem","",""
7,"","FABER2011278","Faber, Wolfgang; Pfeifer, Gerald; Leone, Nicola","Semantics and complexity of recursive aggregates in answer set programming","Artificial Intelligence",175,1,"","278 - 298",2011,"","John McCarthy's Legacy","http://www.sciencedirect.com/science/article/pii/S000437021000038X","","","","","","","","","","","","","The addition of aggregates has been one of the most relevant enhancements to the language of answer set programming (ASP). They strengthen the modelling power of ASP in terms of natural and concise problem representations. Previous semantic definitions typically agree in the case of non-recursive aggregates, but the picture is less clear for aggregates involved in recursion. Some proposals explicitly avoid recursive aggregates, most others differ, and many of them do not satisfy desirable criteria, such as minimality or coincidence with answer sets in the aggregate-free case. In this paper we define a semantics for programs with arbitrary aggregates (including monotone, antimonotone, and nonmonotone aggregates) in the full ASP language allowing also for disjunction in the head (disjunctive logic programming — DLP). This semantics is a genuine generalization of the answer set semantics for DLP, it is defined by a natural variant of the Gelfond–Lifschitz transformation, and treats aggregate and non-aggregate literals in a uniform way. This novel transformation is interesting per se also in the aggregate-free case, since it is simpler than the original transformation and does not need to differentiate between positive and negative literals. We prove that our semantics guarantees the minimality (and therefore the incomparability) of answer sets, and we demonstrate that it coincides with the standard answer set semantics on aggregate-free programs. Moreover, we carry out an in-depth study of the computational complexity of the language. The analysis pays particular attention to the impact of syntactical restrictions on programs in the form of limited use of aggregates, disjunction, and negation. While the addition of aggregates does not affect the complexity of the full DLP language, it turns out that their presence does increase the complexity of normal (i.e., non-disjunctive) ASP programs up to the second level of the polynomial hierarchy. However, we show that there are large classes of aggregates the addition of which does not cause any complexity gap even for normal programs, including the fragment allowing for arbitrary monotone, arbitrary antimonotone, and stratified (i.e., non-recursive) nonmonotone aggregates. The analysis provides some useful indications on the possibility to implement aggregates in existing reasoning engines.","","Nonmonotonic reasoning, Answer set programming, Aggregates, Computational complexity","",""
7,"","BUJAKI201928","Bujaki, Merridee; Lento, Camillo; Sayed, Naqi","Utilizing professional accounting concepts to understand and respond to academic dishonesty in accounting programs","Journal of Accounting Education",47,,"","28 - 47",2019,"","","http://www.sciencedirect.com/science/article/pii/S0748575118301350","","","","","","","","","","","","","We apply professional accounting concepts to academic fraud in accounting education. First, we use the fraud triangle to understand professors’ perceptions of academic dishonesty and find two components to each fraud triangle corner. Specifically, the attitude and pressure corners have elements of faculty and student agency, while the opportunity corner is within a professor’s control. Second, risk mapping reveals plagiarism and exam cheating as more impactful than assessment protocols. We also find that faculty efforts to control academic dishonesty are mostly well-directed; however, there are opportunities to employ both preventive and detective controls more frequently.","","Fraud triangle, Risk management techniques, Academic dishonesty, Controls for academic dishonesty","",""
7,"","ALAOUI2018284","Alaoui, M. S. El Kasmi; Nouh, S.; Marzak, A.","A low complexity soft decision decoder for linear block codes","Procedia Computer Science",127,,"","284 - 292",2018,"","PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING IN DATA SCIENCES, ICDS2017","http://www.sciencedirect.com/science/article/pii/S1877050918301364","","","","","","","","","","","","","The Chase-2 decoding algorithm is an efficient soft input hard output decoder that uses a list of most likely error patterns. The main idea behind this decoder is to use a hard decision decoder HD in 2t times, where t is the error correcting capability of the used code. The complexity of Chase-2 decoder is then of order 2t.O(HD). The choice of the HD decoder impacts considerably the complexity. In this paper, we present the Chase-HSDec decoder where we have integrated the low complexity hard decision decoder HSDec that we have recently developed as component decoder. Given its low temporal complexity comparing to their competitors, the use of HSDec in the Chasing technique, decrease the temporal complexity. Chase-HSDec is applied to decode some BCH and QR codes; the simulation results show that the proposed solution yield to good error correcting performances. The comparisons between the proposed decoder and some competitors have shown that it exceeds them. The main advantage of this decoder is that it guarantees the same performances of Chase-Berlekamp Massey decoder with reduced temporal complexity. Contrary to the Chase-Berlekamp Massey decoder which is generally used for BCH codes; it is possible to apply Chase-HSDec on other linear codes defined with their generator matrix.","","Error correcting codes, Soft Input Hard Output decoder, HSDec, Chase-2 algorithm","",""
7,"","ABDULRAHMAN2014286","Abdul-Rahman, Siti-Soraya; du Boulay, Benedict","Learning programming via worked-examples: Relation of learning styles to cognitive load","Computers in Human Behavior",30,,"","286 - 298",2014,"","","http://www.sciencedirect.com/science/article/pii/S074756321300335X","","","","","","","","","","","","","This paper describes an experiment that compared learners with contrasting learning styles, Active vs. Reflective, using three different strategies for learning programming via worked-examples: Paired-method, Structure-emphasising, and Completion. The quality of the learners’ acquired cognitive schemata was assessed in terms of their post-test performance. The experiment investigated variations in learners’ cognitive load, taking both the learning strategies and the learners’ learning styles into account. Overall, the results of the experiment were inconsistent. In comparing the effects of the strategies during the learning phase, the study found significant differences in cognitive load. Unexpectedly, no differences were then detected either in cognitive load or in performance during the post-test (post-test). In comparing the effects of the learning styles during the learning phase and the transfer phase, medium effect sizes suggested that learning style may have had an effect on cognitive load. However, no significant difference was observed in performance during the post-test.","","Cognitive load, Learning styles, Worked-example strategies, Programming","",""
7,"","CIMINI201929","Cimini, Gionata; Bemporad, Alberto","Complexity and convergence certification of a block principal pivoting method for box-constrained quadratic programs","Automatica",100,,"","29 - 37",2019,"","","http://www.sciencedirect.com/science/article/pii/S0005109818305247","","","","","","","","","","","","","Active-set (AS) methods for quadratic programming (QP) are particularly suitable for real-time optimization, as they provide a high-quality solution in a finite number of iterations. However, they add or remove one constraint at each iteration, which makes them inefficient when the number of constraints and variables grows. Block principal pivoting (BPP) methods perform instead multiple changes in the working set in a single iteration, resulting in a much faster execution time. The infeasible primal–dual method proposed by Kunisch and Rendl (KR) (Kunisch and Rendl, 2003) is a BPP method for box-constrained QP that is particularly attractive when reducing the time for finding an accurate solution is crucial, such as in linear model predictive control (MPC) applications. However, the method is guaranteed to converge only under very restrictive sufficient conditions, and tight bounds on the worst-case complexity are not available. For a given set of box-constrained QP’s that depend on a vector of parameters, such as those that arise in linear MPC, this paper proposes an algorithm that computes offline the exact number of iterations and flops needed by the KR method in the worst-case, and the region of the parameter space for which the method converges or is proved to cycle.","","Quadratic programming, Active-set methods, Block principal pivoting methods, Linear model predictive control, Complexity certification","",""
7,"","JUN20183","Jun, Dongsan","A fast coding unit mode decision method based on the mode inheritance of upper coding unit for low-complexity compression of smart contents","Displays",55,,"","3 - 9",2018,"","Advances in Smart Content-Oriented Display Technology","http://www.sciencedirect.com/science/article/pii/S0141938218300891","","","","","","","","","","","","","In combination with Internet-of-things (IoT) technology, realistic media will continue to evolve with more smart and intelligent media services via interactions between users and displays. Therefore, it is important to efficiently compress smart contents on low-power and low-complexity hand-held displays. High efficiency video coding (HEVC) is the latest video coding technology that can achieve excellent coding performance, but at the cost of tremendously increased complexity due to the use of newly adopted video coding tools. Most previous fast encoding methods were mainly investigated in terms of spatio-temporal correlation between the current coding unit (CU) and neighboring CUs. As HEVC has a recursive quad-tree structure, the correlation between different CU depths can be higher than the spatio-temporal correlation. In this study, a fast CU mode decision method is proposed for estimating the mode of a current CU to be encoded either as intra or inter mode prior to encoding a current CU. The method uses the information of the best upper CU mode, where an upper CU indicates a larger block than a current CU in the quad-tree structure. The experimental results show that the encoding process of the proposed method is faster than that of a previous method with an unnoticeable coding loss.","","Video coding, HEVC, Complexity reduction","",""
7,"","OHARE201830","O’Hare, Liam; Stark, Patrick; McConnellogue, Sheila; Lloyd, Katrina; Cockerill, Maria; Biggart, Andy","Protocol: A cluster randomised controlled trial of Reciprocal Reading: A teacher training comprehension programme","International Journal of Educational Research",92,,"","30 - 42",2018,"","","http://www.sciencedirect.com/science/article/pii/S0883035518306530","","","","","","","","","","","","","This paper presents the research protocol for a pragmatic RCT of the Reciprocal Reading programme. Reciprocal Reading (RR) is a workforce development programme that supports practicing Teachers/Teaching Assistants develop and deliver comprehension instruction in mainstream UK settings for pupils aged 8–11 years. The protocol outlines a research design that will assess whether the RR programme can improve a number of specific outcomes in intervention group pupils, in a sample of schools experiencing higher than average levels of disadvantage. The primary outcome for analysis is reading comprehension with secondary outcomes of overall literacy, reading accuracy and comprehension pre-cursors at the child and school level. The study will also include a process evaluation using qualitative data and quantitative implementation data.","","Reciprocal Reading, Comprehension, Primary school, Teacher training, Literacy, RCT","",""
7,"","KAUR201931","Kaur, Loveleen; Mishra, Ashutosh","Cognitive complexity as a quantifier of version to version Java-based source code change: An empirical probe","Information and Software Technology",106,,"","31 - 48",2019,"","","http://www.sciencedirect.com/science/article/pii/S0950584918301903","","","","","","","","","","","","","Context
 It has been often argued that it is challenging to modify code fragments from existing software that contains files that are difficult to comprehend. Since systematic software maintenance includes an extensive human activity, cognitive complexity is one of the intrinsic factors that could potentially contribute to or impede an efficient software maintenance practice, the empirical validation of which remains vastly unaddressed.
 Objective
 This study conducts an experimental analysis in which the software developer's level of difficulty in comprehending the software: the cognitive complexity, is theoretically computed and empirically evaluated for estimating its relevance to actual software change.
 Method
 For multiple successive releases of two Java-based software projects, where the source code of a previous release has been substantively used in a novel release, we calculate the change results and the values of the cognitive complexity for each of the version's source code Java files. We construct eight datasets and build predictive models using statistical analysis and machine learning techniques.
 Results
 The pragmatic comparative examination of the estimated cognitive complexity against prevailing metrics of software change and software complexity clearly validates the cognitive complexity metric as a noteworthy measure of version to version source code change.","","Cognitive complexity, Software change, Software metrics, Logistic regression analysis, Machine learning","",""
7,"","ZHANG2013313","Zhang, Yan; Surisetty, Sheela; Scaffidi, Christopher","Assisting comprehension of animation programs through interactive code visualization","Journal of Visual Languages & Computing",24,5,"","313 - 326",2013,"","","http://www.sciencedirect.com/science/article/pii/S1045926X13000402","","","","","","","","","","","","","Visual languages have been widely used to help people create animation programs. However, current programming environments lack features supporting efficient code exploration and program comprehension, particularly for understanding relationships among parts of animation programs. In this paper, we present novel interactive visualizations aimed at helping people to understand animation programs. We conducted an empirical study to evaluate the impact of these visualizations on programmer comprehension of the code, showing that our approach enabled programmers to comprehend more information with less effort and in less time. This result is potentially significant because it demonstrates an approach for helping users to explore and understand animation code. We anticipate that this approach could be applied in a wide variety of animation programming tools, which could ease common animation programming tasks that require understanding code.","","Animation programming, Visualization, Novice programmers","",""
7,"","FANG201634","Fang, Jiunn-Tsair; Chen, Zong-Yi; Lai, Chang-Rui; Chang, Pao-Chi","Computational complexity allocation and control for inter-coding of high efficiency video coding with fast coding unit split decision","Journal of Visual Communication and Image Representation",40,,"","34 - 41",2016,"","","http://www.sciencedirect.com/science/article/pii/S1047320316300955","","","","","","","","","","","","","HEVC provides the quadtree structure of the coding unit (CU) with four coding-tree depths to facilitate high coding efficiency. However, compared with previous standards, the HEVC encoder increases computational complexity considerably, thus making it inappropriate for applications in power-constrained devices. This study therefore proposes a computational complexity allocation and control method for the low-delay P-frame configuration of the HEVC encoder. The complexity allocation includes the group of pictures (GOP) layer, the frame layer, and the CU layer in the HEVC encoder. Each layer involved uses individual method to distribute the complexity. In particular, motion vector estimation information is applied for CU complexity allocation and depth split determination. The total computational complexity can thus be reduced to 80% and 60% or even lower. Experiment results revealed that the average BD-PSNR exhibited a decrease of approximately 0.1dB and a BD-bitrate increment of 2% when the target complexity was reduced to 60%.","","High-efficiency video coding (HEVC), Complexity allocation, Complexity control, Coding unit, Motion vector","",""
7,"","JABALLAH201834","Jaballah, Sami; Larabi, Mohamed-Chaker; Tahar, Jamel Belhadj","Low complexity intra prediction mode decision for 3D-HEVC depth coding","Signal Processing: Image Communication",67,,"","34 - 47",2018,"","","http://www.sciencedirect.com/science/article/pii/S0923596518304703","","","","","","","","","","","","","The 3D High Efficiency Video Coding (3D-HEVC) is the latest 3D extension of the HEVC video coding standard. It supports multi-view videos plus depth (MVD), which is a sophisticated format for enhanced 3D content. Depth modeling modes (DMM) are adopted in the 3D-HEVC for better sharp edge encoding. However, employing DMM causes important increase of computational complexity. In this paper, we propose a three steps scheme for fast intra depth coding in 3D-HEVC. Based on the kirsch edge detection algorithm, a fast angular mode decision algorithm is performed. In order to avoid unnecessary evaluation of the DMMs, a new early termination approach (ET) based on the smoothness of the processed block is adopted. Besides, based on the enhanced shuffled frog leaping algorithm (E-SFLA), a new heuristic method to search the optimal wedgelet pattern for DMM1 Depth mode is introduced. The proposed algorithm is implemented on the top of four different versions of HTM. It outperforms HTM-16.0, the latest used version, and four different work from the literature, in terms of encoding time with similar coding and quality efficiency.","","3D high-efficiency video coding (3D-HEVC), Intra prediction, Heuristic, Wedgelet, Low complexity","",""
7,"","YEH2018342","Yeh, Chia-Hung; Tseng, Wen-Yu; Kang, Li-Wei; Lee, Cheng-Wei; Muchtar, Kahlil; Chen, Mei-Juan","Coding unit complexity-based predictions of coding unit depth and prediction unit mode for efficient HEVC-to-SHVC transcoding with quality scalability","Journal of Visual Communication and Image Representation",55,,"","342 - 351",2018,"","","http://www.sciencedirect.com/science/article/pii/S1047320318301330","","","","","","","","","","","","","To support good video quality of experiences in heterogeneous environments, transcoding an existed HEVC (high efficiency video coding) video bitstream to a SHVC (scalability extension of HEVC) bitstream with quality scalability is highly required. A straightforward way is to first fully decode the input HEVC bitstream and then fully re-encode it with the SHVC encoder, which requires a tremendous computational complexity. To solve the problem, in this paper, a coding unit complexity (CUC)-based prediction method for predictions of CU (coding unit) depth and PU (prediction unit) mode for efficient HEVC-to-SHVC transcoding with quality scalability is proposed to significantly reduce the transcoding complexity. The proposed method contains two prediction techniques, including (i) early termination and (ii) adaptive confidence interval, and predicts the CU depth and PU mode relying on the decoded information from the input HEVC bitstream. Experimental results have shown that the proposed method significantly outperforms the traditional HEVC-to-SHVC method by 74.14% on average in reductions of encoding time for SHVC enhancement layer.","","HEVC (high efficiency video coding), SHVC (scalability extension of HEVC), Video transcoding, Scalable video coding, Early termination, Coding unit complexity","",""
7,"","SMITH2011355","Smith, Jason McC.","The Pattern Instance Notation: A simple hierarchical visual notation for the dynamic visualization and comprehension of software patterns","Journal of Visual Languages & Computing",22,5,"","355 - 374",2011,"","","http://www.sciencedirect.com/science/article/pii/S1045926X11000188","","","","","","","","","","","","","Design patterns are a common tool for developers and architects to understand and reason about a software system. Visualization techniques for patterns tend to be either highly theoretical in nature or based on a structural view of a system's implementation. The Pattern Instance Notation is a simple notation technique for visualizing design patterns and other abstractions of software engineering. While based on a formal representation of design patterns, PIN is a tool for comprehension or reasoning which requires no formal training or study, and it is suitable for the programmer or designer without a theoretical background. PIN is hierarchical in nature and compactly encapsulates abstractions that may be spread widely across a system in a concise graphical format, while allowing for repeated unveiling of deeper layers of complexity and interaction on demand. It is designed to be used in either a dynamic visualization tool, or as a static representation for documentation and as a teaching aid.","","Design patterns, Visualization, Education, Comprehension","",""
7,"","VIJAYANAGAR2014361","Vijayanagar, Krishna Rao; Kim, Joohee; Lee, Yunsik; Kim, Jong-bok","Low complexity distributed video coding","Journal of Visual Communication and Image Representation",25,2,"","361 - 372",2014,"","","http://www.sciencedirect.com/science/article/pii/S1047320313002204","","","","","","","","","","","","","Context
 Conventional video encoding is a computationally intensive process that requires a lot of computing resources, power and memory. Such codecs cannot be deployed in remote sensors that are constrained in terms of power, memory and computational capabilities. For such applications, distributed video coding might hold the answer.
 Objective
 In this paper, we propose a distributed video coding (DVC) architecture that adheres to the principles of DVC by shifting the computational complexity from the encoder to the decoder and caters to low-motion scenarios like video conferencing and surveillance of hallways and buildings.
 Method
 The architecture presented is block-based and introduces a simple yet effective classification scheme that aims at maximizing the use of skip blocks to exploit temporal correlation between consecutive frames. In addition to the skip blocks, a dynamic GOP size control algorithm is proposed that instantaneously alters the GOP size in response to the video statistics without causing any latency and without the need to buffer additional frames at the encoder. To facilitate real-time video delivery and consumption, iterative channel codes like low density parity check codes and turbo codes are not used and in their place a Bose–Chaudhuri–Hocquenghem (BCH) code with encoder rate control is used.
 Results
 In spite of reducing the complexity and eliminating the feedback channel, the proposed architecture can match and even surpass the performance of current DVC systems making it a viable solution as a codec for low-motion scenarios.
 Conclusion
 We conclude that the proposed architecture is a suitable solution for applications that require real-time, low bit rate video transmission but have constrained resources and cannot support the complex conventional video encoding solutions.
 Practical implications
 The practical implications of the proposed DVC architecture include deployment in remote video sensors like hallway and building surveillance, video conferencing, video sensors that are deployed in remote regions (wildlife surveillance applications), and capsule endoscopy.","","Distributed video coding, Wyner–Ziv, GOP size control, Video surveillance, Encoder rate control, BCH code, Unidirectional, Low-complexity","",""
7,"","WU2015367","Wu, Yating; Zhu, Y. S.; Leung, S. H.; Wong, W. K.; Wang, Tao","Low-complexity code tracking loop with multipath diversity for GNSS over multipath fading channels","Acta Astronautica",115,,"","367 - 375",2015,"","","http://www.sciencedirect.com/science/article/pii/S0094576515002325","","","","","","","","","","","","","A low-complexity noncoherent code tracking loop is proposed for global navigation satellite systems (GNSS) over multipath fading channels. Instead of trying to remove the multipath interference from the received signal or utilizing complex signal processing techniques such as maximum-likelihood estimation of the delay parameters, the proposed scheme collects useful component from the multipath signal by introducing assistant signals into the local reference signals. Cross-correlation from neighboring paths is combined constructively and forms an enhanced effective discriminator characteristic. Multipath diversity is thereby achieved with low computational complexity. The S-curve of the new loop is shown to be bias-free and odd-symmetric. Mean square tracking errors obtained by both linear and nonlinear analyses are used to assess the loop׳s tracking performance in terms of accuracy and robustness.","","Global navigation satellite system (GNSS), Code tracking loop, Multipath channels","",""
7,"","MOONS2013368","Moons, Jan; Backer, Carlos De","The design and pilot evaluation of an interactive learning environment for introductory programming influenced by cognitive load theory and constructivism","Computers & Education",60,1,"","368 - 384",2013,"","","http://www.sciencedirect.com/science/article/pii/S0360131512001959","","","","","","","","","","","","","This article presents the architecture and evaluation of a novel environment for programming education. The design of this programming environment, and the way it is used in class, is based on the findings of constructivist and cognitivist learning paradigms. The environment is evaluated based on qualitative student and teacher evaluations and experiments performed over a three year timespan. As the findings show, the students and teachers see the environment and the way it is used as an invaluable part of their education, and the experiments show that the environment can help with understanding programming concepts that most students consider very difficult.","","Architectures for educational technology system, Interactive learning environments, Programming and programming languages","",""
